Código,Nombre,Obsoleto,Fabricante,Categoría,Subcategoría,Categoría de precios
38668,SPRITE LATA 33CL,False,COCA COLA,BEBIDA FRIA,LATAS,
39002,TE A LA MENTA SOLUBLE,False,"TEYCOVAL 2010,S.L.",BEBIDA CALIENTE,TÉ,
39023,TE AL LIMON SOLUBLE 1KG,False,"TEYCOVAL 2010,S.L.",BEBIDA CALIENTE,TÉ,
39276,CANDELAS TILA SOBRE,False,CAFES CANDELAS,BEBIDA CALIENTE,TÉ,
39312,TOBLERONE 50G,False,"MONDELEZ ESPAÑA COMMERCIAL, S.L.",SNACK,CHOCOLATINA,
39313,TOBOSINES 50G,False,PEPSICO,SNACK,CHICLE & CARAMELOS,
39490,TORTA CALETEÑA,False,DULCEBERMEJA,SNACK,BOLLERÍA,
39596,PATATAS TRIBLIS,False,"FRIT RAVICH, S. L.",SNACK,PATATAS,
39604,TRINA NARAN 330BO STAND 24U L,False,SCHWEPPES BEBIDAS DE ESPAÑA S.A.,BEBIDA FRIA,LATAS,
4296,NARANJA MESA 7/8 UN/KG,False,"AGRONATURAL 9920,S.L",PRODUCTO FRESCO,FRUTA-VERDURA Y CREMAS,
5032,ACEITE GIRASOL 1L,False,"ALIMENTACION BARROSO, SA",VINIERON SIN CLASIFICAR,,
5160,ACEITUNA RELLENA ANCHOA 2UD 2KG,False,"PEDIAL, S.A.",SNACK,FRUTO SECO,
5283,AGUA AQUABONA PET 50CL,False,COCA COLA,BEBIDA FRIA,AGUA,
5310,"FONTER PET 0,5L bandeja Pack (4*6)",False,AGUAS DANONE S.A.,BEBIDA FRIA,AGUA,
5322,AGUA FONT VELLA PET 50CL,False,AGUAS DANONE S.A.,BEBIDA FRIA,AGUA,
5333,FONTVELLA VIDRIO RET 1L CAJA 12,False,AGUAS DANONE S.A.,BEBIDA FRIA,AGUA,
5353,"LANJARON PET 1,5L",False,AGUAS DANONE S.A.,BEBIDA FRIA,"AGUA 1,5L",
5356,"LANJARON PET 0,5L",False,AGUAS DANONE S.A.,BEBIDA FRIA,AGUA,
5358,"LANJARON PET 0,75L 100% R-PET  NEW",False,AGUAS DANONE S.A.,BEBIDA FRIA,AGUA,
5397,"AGUA VERI PET 1,5L",False,DAMM,BEBIDA FRIA,"AGUA 1,5L",
5399,Agua Veri Pet 33 cl.,False,DAMM,BEBIDA FRIA,AGUA,
5674,EXTRAFINO CHOCOLATE CON LECHE,False,NESTLE,SNACK,PRODUCTO GYM,
5743,AQUARIUS LATA33,False,COCA COLA,BEBIDA FRIA,LATAS,
5745,AQUARIUS PET50 C24,False,COCA COLA,BEBIDA FRIA,PET,
5750,AQUARIUS NAR LATA33 C24,False,COCA COLA,BEBIDA FRIA,LATAS,
5751,AQUARIUS NAR PET50 C24,False,COCA COLA,BEBIDA FRIA,PET,
57966,F+L TROPICAL 33CL,False,JUVER,BEBIDA FRIA,BEBIDA LÁCTEA,
58113,BEZOYA NATURAL PET 500    CJT 24,False,CALIDAD PASCUAL S.A.U.,BEBIDA FRIA,AGUA,
5824,ARTESANAS CACAHUETES,False,VELARTE,SNACK,PATATAS,
5827,PAN PIPAS CEREALES,False,VELARTE,SNACK,PATATAS,
5840,ARTESANA PIPAS 50 g/ 55 UNID,False,VELARTE,SNACK,HORNEADOS,
58497,AGUA FONT VELLA PET 33CL,False,,BEBIDA FRIA,AGUA,
5877,ATUN ACEITE VEG. PACK 3,False,"FRINSA DEL NOROESTE, S.A",PRODUCTO FRESCO,REFERENCIAS SALUDABLES,
59227,KINDER BUENO WHITE,False,"TEYCOVAL 2010,S.L.",SNACK,CHOCOLATINA,
59240,ORBIT FRESA GRAGEA 14G,False,MARS,SNACK,CHICLE & CARAMELOS,
59245,ORBIT HIERBABUENA,False,WRIGLEY,SNACK,CHICLE & CARAMELOS,
59477,CREMA VERDURAS,False,IND. ALIMENTARIAS NAVARRA S.A.,PRODUCTO FRESCO,FRUTA-VERDURA Y CREMAS,
5961,AZUCAR 1KG,False,"BARA EZQUERRA, S.A.",BEBIDA CALIENTE,AZUCAR,
5965,AZUCAR TUBO 8G + PALETINA,False,CAFES CANDELAS,BEBIDA CALIENTE,AZUCAR,
59658,MACEDONIA GAJOS PIÑA/MELON VASO 100G,False,GUFRESCO,PRODUCTO FRESCO,FRUTA-VERDURA Y CREMAS,
59743,PIÑA TROZOS VASO 100G 4ªGAMA,False,GUFRESCO,PRODUCTO FRESCO,FRUTA-VERDURA Y CREMAS,
5981,AZUCAR TUBO 10G,False,CAFES CANDELAS,BEBIDA CALIENTE,AZUCAR,
61220,ENSALADA PASTA CON ATUN,False,IND. ALIMENTARIAS NAVARRA S.A.,PRODUCTO FRESCO,ENSALADA,
61224,ENSALADA PASTA CON JAMON,False,IND. ALIMENTARIAS NAVARRA S.A.,PRODUCTO FRESCO,ENSALADA,
61225,ENSALADA ARROZ CON PALITOS MAR,False,IND. ALIMENTARIAS NAVARRA S.A.,PRODUCTO FRESCO,ENSALADA,
61226,ENSALADA RUSTICA 200G,False,IND. ALIMENTARIAS NAVARRA S.A.,PRODUCTO FRESCO,ENSALADA,
61228,ENSALADA LIGERA 200G,False,IND. ALIMENTARIAS NAVARRA S.A.,PRODUCTO FRESCO,ENSALADA,
61230,ENSALADILLA RUSA 240G,False,IND. ALIMENTARIAS NAVARRA S.A.,PRODUCTO FRESCO,ENSALADA,
62096,ÑAMING GO! MIXTO 135G,False,ÑAMING,PRODUCTO FRESCO,SANDWICH,
62188,GELATINA FRESA 100G,False,"KAIKU KM0, S.L.",PRODUCTO FRESCO,YOGURT,
6240,BICENTURY SNACK CHOCO NEGRO  Y CEREALES,False,NUTRICION & SANTÉ,SNACK,CHOCOLATINA,
6241,BARRITA SACIALIS CHOCO LECHE,False,NUTRICION & SANTÉ,SNACK,PRODUCTO GYM,
62531,CAFE DESCAFEINADO 2L,False,JACOBS DOUWE EGBERTS ES S.L.U,BEBIDA CALIENTE,CAFÉ,
6308,BAT OKEY CACAO BOT 188,False,CALIDAD PASCUAL S.A.U.,BEBIDA FRIA,BEBIDA LÁCTEA,
6344,BAT OKEY VAINIL BOT 188,False,CALIDAD PASCUAL S.A.U.,BEBIDA FRIA,BEBIDA LÁCTEA,
63623,BATIDO OKEY FRESA BOT 750 ML C6,False,CALIDAD PASCUAL,BEBIDA CALIENTE,LECHE,
63783,COCA COLA ZERO SIN CAFEINA LATA,False,COCA COLA,BEBIDA FRIA,LATAS SIN AZUCAR,
63879,CRUNCH 30G,False,NESTLE,SNACK,CHOCOLATINA,
64178,CONCHA 60G,False,CODAN S.A,SNACK,BOLLERÍA,
64205,CAFE SOLUBLE DESCAFEINADO 250G,False,"TEYCOVAL 2010,S.L.",BEBIDA CALIENTE,CAFÉ SOLUBLE,
64601,GELATINA LIMON 100G,False,"KAIKU KM0, S.L.",PRODUCTO FRESCO,YOGURT,
64604,"KIT KAT BLANCO 41,5G",False,NESTLE,SNACK,CHOCOLATINA,
64610,VITALDAY SNACK MULTIFRUTAS,False,GULLON,SNACK SALUDABLE,GALLETA,
64611,DIET FIBRA MUESLI,False,GULLON,SNACK SALUDABLE,GALLETA,
64723,CRUNCH 40G,False,NESTLE,SNACK,CHOCOLATINA,
6491,BIZCOCHO ORTEU 60G,False,,SNACK,BOLLERÍA,
65315,CHEETOS PANDILLA  20G,False,PEPSICO,SNACK,PATATAS,
65317,RUFFLES YORKESO 31G,False,PEPSICO,SNACK,PATATAS,
65786,DIGESTIVE GO MANZANA Y AVENA 43G,False,"MONDELEZ ESPAÑA COMMERCIAL, S.L.",SNACK,GALLETA,
65799,F+L.MEDITERRANEO 33CL,False,JUVER,BEBIDA FRIA,BEBIDA LÁCTEA,
65921,TORTITA ARROZ INTEGRAL CHOCO NEGRO VITALDAY,False,GULLON,SNACK SALUDABLE,TORTITAS,
65936,CAFE ILLY GRANO INTENSO LATA,False,ILLY,BEBIDA CALIENTE,CAFÉ,
66535,PALMERA GRANDE CACAO 1U.,False,VICKY FOODS PRODUCTS,SNACK,BOLLERÍA,
67044,AGUA CANTALAR PET 50CL,False,"SIERRA DE VILLAFUERTE, S.L.",BEBIDA FRIA,AGUA,
67655,ÑAMING GO! POLLO CHEDAR 130G,False,ÑAMING,PRODUCTO FRESCO,SANDWICH,
67890,BATIDO OKEY VAINILLA BOT 750ML C6,False,CALIDAD PASCUAL,BEBIDA FRIA,BEBIDA LÁCTEA,
69407,WAFER VAINILLA ZERO,False,GULLON,SNACK SALUDABLE,GALLETA,
70475,AQUARIUS ZER LATA33 C24,False,COCA COLA,BEBIDA FRIA,LATAS SIN AZUCAR,
70476,AQUARIUS NAR ZER LATA33 C24,False,COCA COLA,BEBIDA FRIA,PET SIN AZUCAR,
70489,"LANJARON PET 6,25L CARTON 3",False,AGUAS DANONE S.A.,BEBIDA CALIENTE,AGUA AUTOALIMENTACIÓN,
7089,BUGLES 3D'S 36G,False,PEPSICO,SNACK,PATATAS,
71919,TOMATE NATURAL TARRINA MONODOSIS 25G,False,CAPRICHO ANDALUZ,SNACK SALUDABLE,5 GAMA,
7206,CACAO GOLD 1KG,False,QUALERY,BEBIDA CALIENTE,CHOCOLATE,
7206Q,CACAO SOLUBLE,False,QUALERY,BEBIDA CALIENTE,CHOCOLATE,
7235,CACAO SOLUBLE,False,"TEYCOVAL 2010,S.L.",BEBIDA CALIENTE,CHOCOLATE,
72532,CHOCOLATINA EXTRAFINO 20G,False,NESTLE,SNACK,CHOCOLATINA,
7262,DESCAFFEINATO PRO,False,NESPRESSO,SNACK,CAPSULAS,
72641,LECHE PASCUAL S/ LACT EDGE 1L ENT ND C6,False,CALIDAD PASCUAL S.A.U.,BEBIDA CALIENTE,LECHE LIQUIDA,
7267,CAFE INTENSO PRO CAPSULA,False,NESPRESSO,SNACK,CAPSULAS,
7269,LEGGERO PRO,False,,SNACK,CAPSULAS,
7270,CAFE RISTRETTO CAPSULA,False,,SNACK,CAPSULAS,
7276,CAFE SALZILLO GRANO DESCAFEINADO,False,SALZILLO,BEBIDA CALIENTE,CAFÉ,
7287,CAFE LAVAZZA GRANO FORTE,False,LAVAZZA,BEBIDA CALIENTE,CAFÉ,
7293,LOR GRANO ELEGANT BIO 1KG,False,JACOBS DOUWE EGBERTS ES S.L.U,BEBIDA CALIENTE,CAFÉ,
7294,CAFÉ SALZILLO ARABICA,False,"PRODUCTOS CONTINENTAL, S.L.",BEBIDA CALIENTE,CAFÉ,
7296,CAFÉ GARIBALDI PAUSA BAR 1000GR,False,GIMOKA,BEBIDA CALIENTE,CAFÉ,
7318,CAFE MOLIDO UD KG CLICKP 12X250G,False,JACOBS DOUWE EGBERTS ES S.L.U,BEBIDA CALIENTE,CAFÉ,
73192,GELATINA NARANJA 100G,False,"KAIKU KM0, S.L.",PRODUCTO FRESCO,YOGURT,
73247,GELATINA FRESA SIN AZUCAR 100G,False,"KAIKU KM0, S.L.",PRODUCTO FRESCO,YOGURT,
73290,CAPUCCINO AVELLANA,False,"TEYCOVAL 2010,S.L.",BEBIDA CALIENTE,SOLUBLE,
7332,CAFÉ SOLUBLE 100% ARABICA,False,"TEYCOVAL 2010,S.L.",BEBIDA CALIENTE,CAFÉ SOLUBLE,
73838,TÉ VERDE caja 20 s/grapa,False,"JESUS NAVARRO, S.A.",BEBIDA CALIENTE,TÉ,
73839,TÉ ROJO caja 20 s/grapa,False,"JESUS NAVARRO, S.A.",BEBIDA CALIENTE,TÉ,
75042,CANDELAS TE NEGRO SOBRE,False,CAFES CANDELAS,BEBIDA CALIENTE,TÉ,
75653,CACAO L' CHOCO FAIRTRADE,False,LAQTIA S.L.,BEBIDA CALIENTE,CHOCOLATE,
7642,CAÑA CREMA CACAO 1U.,False,VICKY FOODS PRODUCTS,SNACK,BOLLERÍA,
7682,CAÑA CREMA 1U.,False,VICKY FOODS PRODUCTS,SNACK,BOLLERÍA,
78793,CAPUCCINO VAINILLA 1KG,False,"TEYCOVAL 2010,S.L.",BEBIDA CALIENTE,SOLUBLE,
78794,CAPPUCCINO IRISH 1KG,False,"TEYCOVAL 2010,S.L.",BEBIDA CALIENTE,SOLUBLE,
79534,ZUMO MELOCOTON MANZANA UVA 200ml,False,JUVER,BEBIDA FRIA,ZUMO,
81737,TORTITA MAIZ VITALDAY 108G,False,GULLON,SNACK SALUDABLE,TORTITAS,
82285,MILKA OREO 37G COUNTLINE 24C,False,"MONDELEZ ESPAÑA COMMERCIAL, S.L.",SNACK,GALLETA,
82306,ÑAMING ENSALADA FRESCA CESAR,False,ÑAMING,PRODUCTO FRESCO,ENSALADA,
82434,UVA ENTERA VASO 100G 4ªGAMA,False,GUFRESCO,PRODUCTO FRESCO,FRUTA-VERDURA Y CREMAS,
82962,MELON TRIANGULO VASO 100G 4ªGAMA,False,GUFRESCO,PRODUCTO FRESCO,FRUTA-VERDURA Y CREMAS,
82965,NARANJA GAJO VASO 100G 4ªGAMA,False,GUFRESCO,PRODUCTO FRESCO,FRUTA-VERDURA Y CREMAS,
83500,AGUA LEVITE LIMON PET 50CL,False,AGUAS DANONE S.A.,BEBIDA FRIA,AGUA,
83533,AGUA VERI  50CL,False,DAMM,BEBIDA FRIA,AGUA,
84373,AZUCAR TUBO 8 G PERSONALIZADO,False,"SAES, THE PORTION COMPANY, S.L.",BEBIDA CALIENTE,AZUCAR,
86035,PRINCIPE SANDW. CHOCO 80 GR,False,"MONDELEZ ESPAÑA COMMERCIAL, S.L.",SNACK,GALLETA,
8613,"SAN MIGUEL  0,0% SIN ALCOHOL LATA",False,MAHOU SAN MIGUEL SA,BEBIDA FRIA,CERVEZA,
8683,CRUZCAMPO LATA,False,HEINEKEN ESPAÑA (AGUILA-CRUZCAMPO),BEBIDA FRIA,CERVEZA,
86923,MANZANILLA caja 20 s/grapa,False,"JESUS NAVARRO, S.A.",BEBIDA CALIENTE,TÉ,
8724,CERVEZA SIN ALCOHOL FREE DAMM LATA 33,False,DAMM,BEBIDA FRIA,CERVEZA,
87481,VASO CARTON 7oz STANDARD,False,VENDIN,BEBIDA CALIENTE,VASOS,
87549,SANDWICH HORNEAR  BACON 130G,False,ÑAMING,PRODUCTO FRESCO,SANDWICH,
8756,CERVEZA MAHOU CLASICA LATA 33CL,False,MAHOU SAN MIGUEL SA,BEBIDA FRIA,CERVEZA,
87713,PANTERA ROSA 55GR / PACK 3 UNID,False,"BIMBO BONUTS IBERIA, S.A.U.",SNACK,BOLLERÍA,
88002,CAPSULAS ILLY MPS HOME  DESCAFEINADO,False,ILLY,BEBIDA CALIENTE,CAPSULA,
88122,ARROZ 3 DELICIA,False,IND. ALIMENTARIAS NAVARRA S.A.,PRODUCTO FRESCO,PLATOS 5 GAMA,
88636,NACKIS MEDITERRANEO,False,NUTRICION & SANTÉ,SNACK,CHICLE & CARAMELOS,
8905,CHEETOS PANDILLA  31G,False,PEPSICO,SNACK,PATATAS,
8909,CHEETOS PELOTAZOS 40G,False,PEPSICO,SNACK,PATATAS,
89227,PAELLA VERDURAS POLLO 250G,False,IND. ALIMENTARIAS NAVARRA S.A.,PRODUCTO FRESCO,PLATOS 5 GAMA,
89333,Volluto CLASSICS,False,,BEBIDA CALIENTE,CAPSULA,
89650,VASO PAPEL 192ML BEB.CALIENTE,False,,BEBIDA CALIENTE,VASOS,
89953,MANZANA FLORETTE 80GR,False,,SNACK SALUDABLE,FRUTA,
9057,CHOCOLATE EXTRAFINO CON ALMENDRA 150G,False,NESTLE,SNACK,CHOCOLATINA,
9063,CHOCOLATE TABLETA CON LECHE 125G,False,NESTLE,SNACK,CHOCOLATINA,
90689,CHORIZO EXTRA 45GR,False,CAMPOFRiO ALIMENTACION,PRODUCTO FRESCO,EMBUTIDO,
90711,JAMON CURADO SERRANO LONCHAS 80G,False,"J.PONT, S.A.",PRODUCTO FRESCO,EMBUTIDO,
91001,LECHE EN POLVO DESNATADA 500G*,False,SANTIVERI,BEBIDA CALIENTE,LECHE,
91338,LAY'S SAL 30G,False,PEPSICO,SNACK,PATATAS,
91741,CAFE RISTRETTO TUBO 300,False,NESPRESSO,BEBIDA CALIENTE,CAPSULA,
91742,LEGGERO TUBE 300,False,NESPRESSO,BEBIDA CALIENTE,CAPSULA,
91743,INTENSO TUBE 300,False,NESPRESSO,BEBIDA CALIENTE,CAPSULA,
92650,MACARRONES BOLOÑESA 325G,False,IND. ALIMENTARIAS NAVARRA S.A.,PRODUCTO FRESCO,PLATOS 5 GAMA,
92658,CAPPUCCINO CARAMELO 1KG,False,"TEYCOVAL 2010,S.L.",BEBIDA CALIENTE,SOLUBLE,
92673,HUESITOS ORIGINAL,False,GREFUSA,SNACK,CHOCOLATINA,
92677,TOKKE 30X47G,False,GREFUSA,SNACK,CHOCOLATINA,
9298,COCA COLA LSC LATA 33CL,False,COCA COLA,BEBIDA FRIA,LATAS SIN AZUCAR,
9310,COCA COLA PET 50CL,False,COCA COLA,BEBIDA FRIA,PET,
9314,COCA COLA SIN CAFEINA LATA  33CL,False,COCA COLA,BEBIDA FRIA,LATAS,
9321,COCA COLA ZERO LATA 33CL,False,COCA COLA,BEBIDA FRIA,LATAS SIN AZUCAR,
9322,COCA COLA ZERO PET50,False,COCA COLA,BEBIDA FRIA,PET SIN AZUCAR,
93485,SALCHICHON EXTRA LONCHAS 80G,False,"J.PONT, S.A.",PRODUCTO FRESCO,EMBUTIDO,
9354,COCA COLA LATA 33CL,False,COCA COLA,BEBIDA FRIA,LATAS,
9361,COCA COLA LIGHT LATA 33CL,False,COCA COLA,BEBIDA FRIA,LATAS SIN AZUCAR,
9410,COCTELEO 40gr,False,"FRIT RAVICH, S. L.",SNACK,FRUTO SECO,
95390,CHOCO BOM CHOCOLATE,False,GULLON,SNACK,GALLETA,
95825,CAFE TUESTE MEDIO CAPSULA,False,ILLY,BEBIDA CALIENTE,CAPSULA,
95828,CAPSULA ILLY MPS AUT INTENSO,False,ILLY,BEBIDA CALIENTE,CAPSULA,
95844,VASO PAPEL 6OZ BARA EZQUERRA,False,"BARA EZQUERRA, S.A.",BEBIDA CALIENTE,VASOS,
95914,AZUCAR EN SOBRE LOGO ILLY,False,ILLY,BEBIDA CALIENTE,AZUCAR,
95955,TWIX SINGLE 50 GR,False,MARS,SNACK,CHOCOLATINA,
95995,BARRITA ENERGETICA CHOCOLATE C AVELLANAS,False,"BCN SPORTS NUTRITION, S.L.",SNACK,PRODUCTO GYM,
96063,CHOCOLATINA BOUNTY SINGLE 57G,False,MARS,SNACK,CHOCOLATINA,
96206,NATILLA CHOCOLATE S/LACTOSA 125G,False,"KAIKU KM0, S.L.",PRODUCTO FRESCO,YOGURT,
96358,VITAMIN WELL ANTIOXIDANT PET 50 CL,False,NUTRIGER SOLUTIONS SL,BEBIDA FRIA,PET,
9648,DONUTS CHOCOLATE,False,"BIMBO BONUTS IBERIA, S.A.U.",PRODUCTO FRESCO,POSTRE,
96619,LECHE PASCUAL S/ LACT EDGE 1L DES ND C6,False,CALIDAD PASCUAL S.A.U.,BEBIDA FRIA,LECHE,
96630,CANELONES CASEROS DE CARNE 1RACION 350G,False,CASA MAS S.L.,PRODUCTO FRESCO,PLATOS 5 GAMA,
96655,MACARRONES BOLOÑESA 1RACION 280G,False,CASA MAS S.L.,PRODUCTO FRESCO,PLATOS 5 GAMA,
97042,YOGUR NATURAL C/AZUCAR 120G,False,"KAIKU KM0, S.L.",PRODUCTO FRESCO,YOGURT,
97510,MILKA TUC POCKET,False,"MONDELEZ ESPAÑA COMMERCIAL, S.L.",SNACK,GALLETA,
98172,CAFE MOLIDO NATURAL UD KG 250GX12 ES,False,JACOBS DOUWE EGBERTS ES S.L.U,BEBIDA CALIENTE,CAFÉ,
99158101,BITES TO GO GAMA BAJA,False,COCINA CENTRAL SAN FERNANDO,PRODUCTO FRESCO,PLATOS 5 GAMA,
99158102,BITES TO GO GAMA MEDIA,False,COCINA CENTRAL SAN FERNANDO,PRODUCTO FRESCO,PLATOS 5 GAMA,
99158103,BITES TO GO GAMA ALTA,False,COCINA CENTRAL SAN FERNANDO,PRODUCTO FRESCO,PLATOS 5 GAMA,
99158104,BITES TO GO GAMA PREMIUM,False,COCINA CENTRAL SAN FERNANDO,PRODUCTO FRESCO,PLATOS 5 GAMA,
99359,SKITTLES FRUTA 38G,False,MARS,SNACK,CHICLE & CARAMELOS,
99576,MINI FUET SNACKIN,False,CAMPOFRiO ALIMENTACION,PRODUCTO FRESCO,EMBUTIDO,
99722,WAFER CHOCO ZERO,False,GULLON,SNACK SALUDABLE,GALLETA,
99723,TORTITA MAIZ CHOCOLATE S/AZUCAR VITALDAY 26G,False,GULLON,SNACK SALUDABLE,TORTITAS,
P0001,EATLEAN Queso Bocados,False,,SNACK,PRODUCTO GYM,
